Station,Zip,Location,ann-tmin-prbfst-t24Fp50.txt,ann-tmin-prbfst-t24Fp60.txt,ann-tmin-prbfst-t24Fp70.txt,ann-tmin-prbfst-t24Fp80.txt,ann-tmin-prbfst-t24Fp90.txt,ann-tmin-prbfst-t28Fp50.txt,ann-tmin-prbfst-t28Fp60.txt,ann-tmin-prbfst-t28Fp70.txt,ann-tmin-prbfst-t28Fp80.txt,ann-tmin-prbfst-t28Fp90.txt,ann-tmin-prbfst-t32Fp50.txt,ann-tmin-prbfst-t32Fp60.txt,ann-tmin-prbfst-t32Fp70.txt,ann-tmin-prbfst-t32Fp80.txt,ann-tmin-prbfst-t32Fp90.txt,ann-tmin-prblst-t24Fp50.txt,ann-tmin-prblst-t24Fp60.txt,ann-tmin-prblst-t24Fp70.txt,ann-tmin-prblst-t24Fp80.txt,ann-tmin-prblst-t24Fp90.txt,ann-tmin-prblst-t28Fp50.txt,ann-tmin-prblst-t28Fp60.txt,ann-tmin-prblst-t28Fp70.txt,ann-tmin-prblst-t28Fp80.txt,ann-tmin-prblst-t28Fp90.txt,ann-tmin-prblst-t32Fp50.txt,ann-tmin-prblst-t32Fp60.txt,ann-tmin-prblst-t32Fp70.txt,ann-tmin-prblst-t32Fp80.txt,ann-tmin-prblst-t32Fp90.txt
USC00017207,35962,Crossville,12/01S,12/04S,12/08S,12/15S,12/24S,11/16S,11/20S,11/25S,12/01S,12/05S,11/02S,11/05S,11/08S,11/13S,11/21S,03/02S,02/27S,02/22S,02/17S,02/09S,03/19S,03/15S,03/10S,03/04S,02/26S,04/02S,03/31S,03/26S,03/21S,03/14S
USC00017304,35768,Scottsboro,11/26R,12/01R,12/03R,12/07R,12/17R,11/09R,11/13R,11/17R,11/23R,12/01R,10/29R,11/01R,11/04R,11/07R,11/13R,03/09R,03/04R,02/28R,02/22R,02/15R,03/25R,03/21R,03/17R,03/11R,03/04R,04/06R,04/03R,03/31R,03/27R,03/21R
USC00017366,36701,Selma,12/18R,12/23R,12/30R,01/06R,01/18R,12/02R,12/06R,12/10R,12/18R,12/30R,11/19R,11/23R,11/28R,12/01R,12/07R,02/07R,02/02R,01/30R,01/22R,01/09R,02/26R,02/21R,02/16R,02/09R,02/01R,03/14R,03/10R,03/04R,02/28R,02/20R
USC00017999,35150,Sylacauga,11/27S,12/01S,12/04S,12/09S,12/21S,11/09S,11/14S,11/19S,11/25S,12/02S,10/29S,11/01S,11/05S,11/09S,11/16S,03/03S,02/27S,02/23S,02/18S,02/09S,03/22S,03/17S,03/11S,03/04S,02/26S,04/06S,04/03S,03/31S,03/25S,03/18S
USC00018024,35160,Talladega,11/26S,11/30S,12/03S,12/07S,12/16S,11/10S,11/14S,11/19S,11/24S,12/01S,10/28S,11/01S,11/04S,11/08S,11/14S,03/13S,03/07S,03/01S,02/25S,02/17S,03/28S,03/24S,03/20S,03/15S,03/05S,04/07S,04/04S,04/01S,03/28S,03/22S
USC00018178,36784,Thomasville,12/19S,12/24S,12/30S,01/05S,01/16S,12/05S,12/09S,12/14S,12/21S,01/01S,11/22S,11/26S,12/01S,12/04S,12/10S,02/08S,02/03S,01/31S,01/24S,01/11S,02/26S,02/21S,02/16S,02/09S,02/02S,03/11S,03/06S,03/02S,02/26S,02/20S
USC00018209,35045,Clanton,12/17S,12/23S,12/30S,01/04S,01/16S,12/04S,12/07S,12/12S,12/19S,12/30S,11/20S,11/25S,11/30S,12/03S,12/09S,02/12S,02/06S,02/02S,01/28S,01/16S,02/28S,02/24S,02/19S,02/13S,02/05S,03/15S,03/11S,03/06S,02/28S,02/22S
USC00018323,36081,Troy,12/23R,12/28R,01/01R,01/08R,01/20R,12/06R,12/11R,12/17R,12/25R,01/03R,11/23R,11/28R,12/01R,12/05R,12/13R,02/08R,02/03R,01/31R,01/23R,01/11R,02/27R,02/21R,02/16R,02/08R,02/01R,03/12R,03/08R,03/03R,02/27R,02/20R
USC00018380,35401,Tuscaloosa,12/14S,12/19S,12/25S,01/01S,01/08S,12/01S,12/03S,12/06S,12/12S,12/22S,11/15S,11/19S,11/23S,11/30S,12/04S,02/15S,02/10S,02/04S,01/31S,01/23S,03/02S,02/27S,02/22S,02/17S,02/10S,03/19S,03/15S,03/10S,03/04S,02/26S
USC00018438,36089,Union Springs,12/05S,12/10S,12/16S,12/24S,01/02S,11/21S,11/26S,12/01S,12/04S,12/11S,11/07S,11/10S,11/15S,11/20S,11/30S,02/22S,02/17S,02/11S,02/04S,01/28S,03/11S,03/06S,03/01S,02/24S,02/17S,03/30S,03/25S,03/21S,03/15S,03/06S
USC00018469,35984,Mentone,11/20S,11/25S,12/01S,12/04S,12/10S,11/04S,11/07S,11/11S,11/17S,11/27S,10/25S,10/27S,10/31S,11/03S,11/08S,03/20S,03/16S,03/11S,03/04S,02/25S,04/03S,03/31S,03/28S,03/22S,03/15S,04/15S,04/12S,04/09S,04/05S,03/31S
USC00018517,35592,Vernon,11/28R,12/01R,12/04R,12/10R,12/20R,11/13R,11/18R,11/22R,11/28R,12/03R,11/01R,11/03R,11/06R,11/11R,11/19R,03/05R,02/28R,02/24R,02/19R,02/10R,03/27R,03/21R,03/15R,03/08R,02/28R,04/09R,04/05R,04/01R,03/27R,03/19R
USC00018867,36451,Grove Hill,12/04R,12/08R,12/13R,12/21R,12/31R,11/19R,11/24R,11/29R,12/03R,12/09R,11/06R,11/09R,11/13R,11/18R,11/27R,02/25R,02/21R,02/17R,02/10R,02/02R,03/13R,03/08R,03/03R,02/27R,02/20R,03/28R,03/25R,03/20R,03/15R,03/06R
USC00018998,35594,Winfield,11/23R,11/28R,12/01R,12/05R,12/12R,11/08R,11/12R,11/16R,11/22R,12/01R,10/28R,11/01R,11/03R,11/07R,11/13R,03/12R,03/07R,03/02R,02/26R,02/20R,03/29R,03/25R,03/21R,03/15R,03/07R,04/10R,04/07R,04/04R,03/31R,03/24R
USC00020060,85390,Wickenburg,12/17R,12/23R,12/29R,01/05R,01/23R,12/01R,12/05R,12/09R,12/13R,12/20R,11/19R,11/22R,11/25R,11/29R,12/04R,01/21R,01/12R,01/05R,12/29R,12/18R,02/24R,02/14R,02/07R,01/31R,01/19R,03/26R,03/20R,03/15R,03/07R,02/26R
USC00020100,85348,Salome,12/30S,01/02S,01/06S,01/15S,02/01S,12/19S,12/23S,12/27S,01/02S,01/12S,12/04S,12/07S,12/10S,12/14S,12/19S,01/03S,12/31S,12/28S,12/23S,12/16S,01/20S,01/14S,01/08S,12/31S,12/24S,02/14S,02/09S,02/03S,01/29S,01/20S
USC00020159,85920,Alpine,10/09R,10/12R,10/15R,10/18R,10/22R,09/30R,10/02R,10/04R,10/07R,10/11R,09/19R,09/21R,09/24R,09/28R,10/01R,05/23R,05/19R,05/14R,05/09R,05/03R,06/07R,06/03R,05/31R,05/28R,05/21R,06/20R,06/16R,06/14R,06/10R,06/05R
USC00020288,85118,Gold Canyon,12/30R,01/03R,01/06R,01/16R,01/28R,12/24R,12/31R,01/06R,01/16R,02/02R,12/10R,12/14R,12/20R,12/27R,01/07R,01/01R,12/26R,12/16R,12/10R,11/29R,01/11R,01/05R,12/30R,12/21R,12/09R,02/08R,01/31R,01/23R,01/13R,01/01R
USC00020586,86321,Bagdad,12/08R,12/12R,12/16R,12/20R,12/27R,11/25R,11/29R,12/02R,12/06R,12/10R,11/13R,11/16R,11/19R,11/23R,11/28R,02/22R,02/16R,02/09R,02/01R,01/18R,03/20R,03/15R,03/08R,03/02R,02/22R,04/12R,04/07R,04/03R,03/29R,03/19R
USC00020632,85262,Scottsdale,-6666,-6666,-6666,-6666,-6666,01/08R,01/12R,01/20R,01/28R,02/02R,01/01R,01/07R,01/14R,01/23R,01/31R,-6666,-6666,-6666,-6666,-6666,01/12R,01/08R,01/04R,01/01R,12/26R,01/22R,01/15R,01/09R,01/04R,12/25R
USC00020670,86335,Rimrock,11/17R,11/20R,11/23R,11/26R,12/01R,11/05R,11/08R,11/11R,11/15R,11/19R,10/27R,10/30R,11/01R,11/04R,11/09R,03/13R,03/08R,03/02R,02/22R,02/14R,03/31R,03/28R,03/23R,03/19R,03/12R,04/15R,04/12R,04/08R,04/04R,03/31R
USC00020672,86432,Littlefield,12/13R,12/17R,12/22R,12/28R,01/06R,12/02R,12/05R,12/09R,12/12R,12/17R,11/21R,11/25R,11/28R,12/01R,12/06R,01/27R,01/20R,01/13R,01/06R,12/28R,02/17R,02/11R,02/05R,01/31R,01/22R,03/11R,03/06R,03/01R,02/23R,02/14R
USC00020678,86001,Flagstaff,10/05R,10/08R,10/11R,10/15R,10/20R,09/22R,09/25R,09/28R,10/01R,10/05R,-4444R,-4444R,-4444R,-4444R,-4444R,06/05R,06/01R,05/28R,05/22R,05/15R,06/18R,06/15R,06/12R,06/08R,06/03R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00020683,85630,Saint David,11/21R,11/24R,11/27R,12/01R,12/06R,11/10R,11/13R,11/16R,11/19R,11/23R,11/01R,11/03R,11/06R,11/09R,11/14R,03/07R,03/03R,02/27R,02/19R,02/10R,03/28R,03/24R,03/19R,03/15R,03/09R,04/14R,04/10R,04/06R,04/03R,03/29R
USC00020775,85603,Bisbee,12/03R,12/06R,12/11R,12/16R,12/24R,11/18R,11/22R,11/25R,11/30R,12/05R,11/04R,11/08R,11/12R,11/16R,11/21R,02/18R,02/11R,02/05R,01/30R,01/20R,03/19R,03/15R,03/10R,03/05R,02/24R,04/07R,04/04R,03/31R,03/27R,03/20R
USC00020808,85550,San Carlos,11/04R,11/07R,11/11R,11/14R,11/18R,10/25R,10/27R,10/30R,11/02R,11/07R,10/15R,10/18R,10/20R,10/23R,10/27R,04/12R,04/08R,04/05R,03/31R,03/25R,04/29R,04/26R,04/22R,04/18R,04/12R,05/11R,05/08R,05/05R,05/02R,04/28R
USC00020871,86024,Happy Jack,10/21R,10/24R,10/27R,11/01R,11/04R,10/09R,10/12R,10/15R,10/18R,10/23R,10/01R,10/02R,10/04R,10/07R,10/11R,05/02R,04/30R,04/27R,04/23R,04/16R,05/18R,05/14R,05/10R,05/05R,04/30R,06/04R,06/01R,05/29R,05/24R,05/18R
USC00020949,85344,Parker,12/22S,12/27S,01/01S,01/06S,01/21S,12/08S,12/12S,12/16S,12/21S,12/29S,11/28S,12/01S,12/03S,12/06S,12/12S,01/08S,01/03S,12/29S,12/22S,12/13S,01/31S,01/26S,01/19S,01/12S,01/01S,02/22S,02/16S,02/11S,02/04S,01/29S
USC00020958,85632,San Simon,12/01S,12/04S,12/08S,12/12S,12/18S,11/19S,11/22S,11/24S,11/28S,12/03S,11/07S,11/10S,11/13S,11/16S,11/19S,02/08S,02/03S,01/30S,01/24S,01/14S,03/10S,03/05S,02/28S,02/21S,02/11S,03/31S,03/27S,03/23S,03/18S,03/11S
USC00021026,85326,Buckeye,12/16R,12/21R,12/27R,01/02R,01/15R,12/07R,12/11R,12/15R,12/21R,01/01R,11/27R,12/01R,12/03R,12/07R,12/13R,12/31R,12/28R,12/23R,12/17R,12/09R,01/22R,01/16R,01/09R,01/02R,12/25R,02/13R,02/08R,02/02R,01/28R,01/18R
USC00021050,86429,Bullhead City,-6666,-6666,-6666,-6666,-6666,12/26S,12/30S,01/02S,01/17S,02/03S,12/21S,12/26S,12/31S,01/07S,01/25S,-6666,-6666,-6666,-6666,-6666,12/29S,12/25S,12/20S,12/14S,12/10S,01/10S,01/03S,12/30S,12/23S,12/14S
USC00021231,85637,Sonoita,11/20S,11/23S,11/27S,12/01S,12/05S,11/07S,11/10S,11/13S,11/17S,11/22S,10/29S,11/01S,11/03S,11/06S,11/11S,03/22S,03/18S,03/12S,03/07S,02/25S,04/10S,04/07S,04/03S,03/31S,03/24S,04/28S,04/24S,04/20S,04/15S,04/10S
USC00021248,86503,Chinle,11/01S,11/04S,11/07S,11/10S,11/15S,10/21S,10/24S,10/27S,10/31S,11/04S,10/10S,10/13S,10/16S,10/19S,10/23S,04/05S,04/01S,03/28S,03/22S,03/15S,04/21S,04/17S,04/13S,04/09S,04/04S,05/04S,05/01S,04/28S,04/25S,04/19S
USC00021282,85266,Scottsdale,01/01R,01/05R,01/12R,02/01R,02/11R,01/01R,01/06R,01/17R,01/31R,02/16R,12/19R,12/23R,12/28R,01/05R,01/21R,01/03R,12/30R,12/25R,12/17R,12/13R,01/10R,01/04R,12/31R,12/24R,12/14R,01/31R,01/22R,01/13R,01/05R,12/24R
USC00021306,85122,Casa Grande,12/29R,01/01R,01/06R,01/13R,01/29R,12/13R,12/18R,12/23R,12/29R,01/08R,12/01R,12/04R,12/07R,12/11R,12/16R,01/05R,01/01R,12/27R,12/21R,12/14R,01/22R,01/16R,01/09R,01/02R,12/25R,02/15R,02/09R,02/04R,01/30R,01/21R
USC00021314,85128,Coolidge,12/27S,01/01S,01/06S,01/16S,01/29S,12/09S,12/13S,12/18S,12/24S,01/03S,11/26S,11/29S,12/02S,12/05S,12/11S,01/10S,01/04S,12/31S,12/24S,12/13S,02/01S,01/28S,01/20S,01/12S,12/31S,02/27S,02/21S,02/14S,02/08S,01/31S
USC00021330,85602,Benson,11/21S,11/24S,11/28S,12/02S,12/08S,11/10S,11/13S,11/16S,11/19S,11/25S,10/30S,11/03S,11/06S,11/10S,11/15S,03/14S,03/09S,03/03S,02/24S,02/11S,04/06S,04/02S,03/29S,03/22S,03/12S,04/23S,04/19S,04/15S,04/10S,04/04S
USC00021353,85332,Congress,-6666,-6666,-6666,-6666,-6666,12/30S,01/04S,01/11S,01/26S,02/07S,12/18S,12/23S,12/28S,01/04S,01/19S,-6666,-6666,-6666,-6666,-6666,01/06S,01/01S,12/27S,12/22S,12/13S,01/24S,01/16S,01/09S,01/02S,12/23S
USC00021514,85142,Queen Creek,01/02R,01/05R,01/09R,01/21R,02/01R,12/24R,12/29R,01/02R,01/08R,01/25R,12/08R,12/11R,12/15R,12/19R,12/26R,01/04R,01/01R,12/30R,12/24R,12/16R,01/09R,01/05R,12/31R,12/26R,12/15R,02/04R,01/30R,01/22R,01/14R,01/05R
USC00021574,86336,Sedona,10/31R,11/03R,11/06R,11/10R,11/15R,10/19R,10/23R,10/26R,10/30R,11/03R,10/08R,10/11R,10/15R,10/18R,10/23R,04/19R,04/14R,04/10R,04/05R,03/30R,05/04R,05/01R,04/28R,04/24R,04/18R,05/19R,05/14R,05/10R,05/05R,04/30R
USC00021614,86333,Mayer,12/06R,12/09R,12/13R,12/18R,12/26R,11/22R,11/26R,11/29R,12/03R,12/08R,11/10R,11/13R,11/16R,11/19R,11/23R,02/09R,02/03R,01/30R,01/23R,01/12R,03/11R,03/07R,03/02R,02/24R,02/14R,04/04R,04/01R,03/27R,03/22R,03/15R
USC00021849,85533,Clifton,12/25R,12/29R,01/03R,01/09R,01/19R,12/12R,12/15R,12/20R,12/25R,01/02R,11/29R,12/01R,12/04R,12/08R,12/13R,01/08R,01/04R,12/30R,12/25R,12/17R,01/30R,01/25R,01/21R,01/13R,01/01R,02/19R,02/14R,02/09R,02/04R,01/30R
USC00021920,84737,Hurricane,11/06R,11/10R,11/14R,11/17R,11/22R,10/26R,10/29R,11/01R,11/04R,11/09R,10/16R,10/19R,10/22R,10/25R,10/29R,04/03R,03/31R,03/26R,03/20R,03/12R,04/22R,04/18R,04/14R,04/09R,04/03R,05/07R,05/03R,04/30R,04/27R,04/21R
USC00022109,86333,Mayer,12/15S,12/20S,12/26S,01/01S,01/16S,12/01S,12/04S,12/08S,12/12S,12/18S,11/18S,11/22S,11/25S,11/29S,12/04S,02/02S,01/26S,01/16S,01/07S,12/28S,03/08S,03/02S,02/23S,02/15S,02/03S,04/04S,03/30S,03/25S,03/19S,03/11S
USC00022140,85615,Hereford,12/02S,12/05S,12/09S,12/15S,12/23S,11/19S,11/23S,11/27S,12/01S,12/06S,11/09S,11/12S,11/15S,11/19S,11/24S,03/03S,02/24S,02/15S,02/06S,01/28S,03/28S,03/24S,03/19S,03/13S,03/04S,04/12S,04/09S,04/05S,04/01S,03/26S
USC00022329,86343,Crown King,11/17R,11/20R,11/22R,11/26R,11/30R,11/04R,11/07R,11/10R,11/14R,11/17R,10/23R,10/26R,10/29R,11/02R,11/06R,03/23R,03/19R,03/14R,03/09R,03/02R,04/12R,04/08R,04/05R,04/01R,03/26R,04/30R,04/28R,04/24R,04/20R,04/15R
USC00022434,85347,Roll,-6666,-6666,-6666,-6666,-6666,12/27R,01/01R,01/07R,01/17R,01/30R,12/11R,12/15R,12/20R,12/25R,01/01R,-6666,-6666,-6666,-6666,-6666,01/10R,01/04R,12/31R,12/24R,12/14R,02/01R,01/27R,01/20R,01/12R,01/01R
USC00022527,86411,Hackberry,11/05R,11/09R,11/13R,11/16R,11/20R,10/24R,10/27R,10/31R,11/02R,11/07R,10/13R,10/15R,10/18R,10/21R,10/26R,04/17R,04/13R,04/10R,04/05R,03/30R,04/30R,04/28R,04/25R,04/22R,04/17R,05/13R,05/09R,05/06R,05/03R,04/30R
USC00022659,85607,Douglas,12/05R,12/09R,12/13R,12/19R,12/27R,11/23R,11/27R,12/01R,12/04R,12/08R,11/12R,11/15R,11/18R,11/21R,11/27R,02/04R,01/31R,01/27R,01/20R,01/09R,03/06R,03/02R,02/25R,02/17R,02/06R,03/28R,03/23R,03/19R,03/15R,03/08R
USC00022754,85534,Duncan,11/12S,11/15S,11/18S,11/21S,11/26S,11/02S,11/04S,11/07S,11/11S,11/15S,10/25S,10/28S,10/31S,11/02S,11/05S,03/23S,03/18S,03/13S,03/08S,03/01S,04/10S,04/07S,04/03S,03/30S,03/23S,04/27S,04/24S,04/20S,04/16S,04/10S
USC00022790,85328,Cibola,-6666,-6666,-6666,-6666,-6666,12/28R,12/31R,01/04R,01/11R,02/02R,12/22R,12/26R,12/29R,01/03R,01/13R,-6666,-6666,-6666,-6666,-6666,12/30R,12/27R,12/23R,12/19R,12/14R,01/04R,12/31R,12/27R,12/22R,12/15R
USC00022807,85131,Eloy,12/21R,12/27R,01/01R,01/08R,01/27R,12/06R,12/10R,12/14R,12/20R,12/29R,11/25R,11/29R,12/01R,12/05R,12/10R,01/11R,01/05R,12/31R,12/24R,12/14R,02/02R,01/29R,01/22R,01/15R,01/05R,02/28R,02/21R,02/14R,02/07R,01/31R
USC00023009,86001,Flagstaff,10/04R,10/07R,10/10R,10/14R,10/19R,09/24R,09/26R,09/29R,10/02R,10/06R,-4444R,-4444R,-4444R,-4444R,-4444R,05/31R,05/27R,05/21R,05/17R,05/09R,06/15R,06/12R,06/09R,06/04R,05/30R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00023027,85132,Florence,01/04R,01/07R,01/13R,01/21R,01/29R,12/27R,01/01R,01/07R,01/18R,01/31R,12/09R,12/13R,12/18R,12/24R,01/02R,01/06R,01/02R,12/30R,12/23R,12/15R,01/10R,01/04R,12/30R,12/22R,12/11R,02/02R,01/27R,01/18R,01/10R,12/31R
USC00023150,85543,Pima,11/26S,11/29S,12/01S,12/05S,12/11S,11/15S,11/18S,11/20S,11/24S,11/28S,11/05S,11/08S,11/11S,11/14S,11/17S,02/28S,02/22S,02/15S,02/07S,01/30S,03/20S,03/16S,03/11S,03/05S,02/26S,04/05S,04/01S,03/29S,03/25S,03/18S
USC00023160,86001,Flagstaff,10/04S,10/06S,10/09S,10/13S,10/18S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,05/29S,05/25S,05/20S,05/16S,05/09S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00023190,85264,Fort McDowell,-6666,-6666,-6666,-6666,-6666,01/05S,01/11S,01/19S,01/29S,02/05S,12/24S,12/28S,01/01S,01/10S,01/26S,-6666,-6666,-6666,-6666,-6666,01/09S,01/05S,01/01S,12/29S,12/20S,01/18S,01/11S,01/04S,12/29S,12/18S
USC00023303,86505,Ganado,10/28R,11/01R,11/03R,11/07R,11/13R,10/17R,10/20R,10/23R,10/27R,11/01R,10/08R,10/11R,10/14R,10/17R,10/21R,04/21R,04/17R,04/13R,04/08R,04/02R,05/03R,04/30R,04/28R,04/23R,04/17R,05/15R,05/12R,05/08R,05/05R,05/01R
USC00023393,85337,Gila Bend,01/01S,01/04S,01/08S,01/15S,01/28S,12/25S,12/29S,01/02S,01/09S,01/23S,12/10S,12/14S,12/18S,12/24S,01/01S,01/04S,12/31S,12/27S,12/20S,12/12S,01/08S,01/03S,12/31S,12/24S,12/15S,01/28S,01/22S,01/15S,01/08S,12/30S
USC00023505,85501,Globe,12/09R,12/13R,12/17R,12/21R,12/27R,11/27R,11/30R,12/03R,12/06R,12/11R,11/14R,11/17R,11/20R,11/24R,11/30R,02/01R,01/28R,01/21R,01/13R,01/04R,02/26R,02/21R,02/16R,02/11R,02/04R,03/28R,03/22R,03/16R,03/10R,03/03R
USC00023668,85614,Green Valley,12/26R,12/30R,01/04R,01/11R,01/28R,12/10R,12/14R,12/18R,12/24R,01/01R,11/27R,12/01R,12/04R,12/07R,12/12R,01/02R,12/30R,12/25R,12/18R,12/09R,01/27R,01/18R,01/11R,01/05R,12/26R,02/24R,02/18R,02/12R,02/06R,01/31R
USC00023683,85925,Eagar,10/13S,10/16S,10/18S,10/22S,10/26S,10/04S,10/06S,10/09S,10/12S,10/16S,09/25S,09/28S,09/30S,10/02S,10/06S,05/12S,05/09S,05/06S,05/03S,04/29S,05/29S,05/25S,05/21S,05/17S,05/12S,06/09S,06/07S,06/04S,06/01S,05/28S
USC00023828,86024,Happy Jack,10/21R,10/24R,10/28R,11/01R,11/05R,10/09R,10/12R,10/15R,10/18R,10/23R,09/30R,10/01R,10/04R,10/06R,10/11R,05/06R,05/03R,04/30R,04/26R,04/20R,05/24R,05/20R,05/15R,05/10R,05/04R,06/07R,06/04R,06/01R,05/29R,05/22R
USC00024053,86332,Kirkland,11/15R,11/18R,11/21R,11/24R,11/29R,11/03R,11/06R,11/09R,11/13R,11/17R,10/24R,10/27R,10/31R,11/02R,11/06R,03/18R,03/12R,03/06R,02/28R,02/19R,04/11R,04/06R,04/02R,03/29R,03/21R,05/04R,04/30R,04/26R,04/21R,04/14R
USC00024453,86324,Clarkdale,12/24S,12/30S,01/05S,01/14S,01/28S,12/06S,12/11S,12/16S,12/22S,12/30S,11/24S,11/28S,12/02S,12/07S,12/13S,02/03S,01/27S,01/17S,01/08S,12/30S,03/04S,02/24S,02/16S,02/06S,01/23S,03/26S,03/22S,03/17S,03/10S,02/28S
USC00024586,86034,Keams Canyon,10/29R,11/01R,11/04R,11/09R,11/14R,10/18R,10/21R,10/24R,10/28R,11/02R,10/08R,10/10R,10/14R,10/17R,10/22R,04/22R,04/18R,04/13R,04/07R,04/01R,05/05R,05/02R,04/29R,04/25R,04/19R,05/18R,05/14R,05/11R,05/07R,05/02R
USC00024645,86401,Kingman,12/14R,12/19R,12/25R,01/01R,01/14R,11/30R,12/03R,12/06R,12/11R,12/18R,11/18R,11/20R,11/23R,11/27R,12/02R,02/06R,01/31R,01/22R,01/10R,12/30R,03/04R,02/26R,02/19R,02/11R,01/31R,03/28R,03/22R,03/17R,03/10R,03/01R
USC00024702,85356,Wellton,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,01/05S,01/12S,01/26S,02/01S,02/12S,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,01/10S,01/04S,12/31S,12/27S,12/15S
USC00024759,86403,Lake Havasu Ci,-6666,-6666,-6666,-6666,-6666,01/01R,01/04R,01/09R,01/13R,01/21R,12/28R,01/01R,01/04R,01/09R,01/18R,-6666,-6666,-6666,-6666,-6666,01/03R,12/31R,12/28R,12/22R,12/15R,01/08R,01/04R,12/31R,12/25R,12/17R
USC00024761,86403,Lake Havasu Ci,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,12/28R,01/01R,01/05R,01/14R,02/01R,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,-6666,01/03R,12/30R,12/25R,12/19R,12/13R
USC00024829,85048,Phoenix,-6666,-6666,-6666,-6666,-6666,01/01R,01/05R,01/11R,01/23R,02/01R,12/19R,12/24R,12/29R,01/04R,01/17R,-6666,-6666,-6666,-6666,-6666,01/06R,01/01R,12/29R,12/22R,12/15R,01/21R,01/15R,01/08R,12/31R,12/22R
USC00024849,86036,Marble Canyon,12/07R,12/11R,12/15R,12/20R,12/27R,11/25R,11/28R,12/01R,12/03R,12/08R,11/14R,11/17R,11/19R,11/22R,11/26R,02/08R,02/04R,01/31R,01/26R,01/17R,02/25R,02/21R,02/16R,02/12R,02/05R,03/14R,03/10R,03/05R,02/28R,02/24R
USC00024977,85395,Goodyear,-6666,-6666,-6666,-6666,-6666,01/01R,01/05R,01/09R,01/17R,01/29R,12/20R,12/24R,12/28R,01/02R,01/14R,-6666,-6666,-6666,-6666,-6666,01/05R,01/01R,12/30R,12/24R,12/16R,01/12R,01/07R,01/02R,12/28R,12/19R
USC00025129,86507,Lukachukai,11/01R,11/05R,11/08R,11/12R,11/16R,10/23R,10/26R,10/29R,11/02R,11/07R,10/13R,10/16R,10/19R,10/23R,10/28R,04/12R,04/08R,04/04R,03/31R,03/23R,04/26R,04/22R,04/19R,04/14R,04/09R,05/06R,05/03R,05/01R,04/28R,04/23R
USC00025270,85339,Laveen,12/18C,12/23C,12/28C,01/03C,01/15C,12/04C,12/07C,12/11C,12/16C,12/24C,11/22C,11/26C,11/30C,12/02C,12/06C,01/13C,01/08C,01/02C,12/27C,12/17C,02/05C,01/31C,01/27C,01/20C,01/09C,03/02C,02/27C,02/21C,02/14C,02/05C
USC00025412,85901,Show Low,10/31S,11/03S,11/06S,11/11S,11/16S,10/19S,10/22S,10/25S,10/29S,11/03S,10/08S,10/11S,10/14S,10/17S,10/21S,04/24S,04/20S,04/16S,04/11S,04/05S,05/06S,05/03S,04/30S,04/28S,04/22S,05/21S,05/18S,05/14S,05/09S,05/04S
USC00025512,85539,Miami,12/31S,01/03S,01/08S,01/21S,02/01S,12/15S,12/20S,12/25S,12/29S,01/08S,12/01S,12/04S,12/07S,12/11S,12/15S,01/06S,01/02S,12/30S,12/24S,12/15S,01/31S,01/24S,01/15S,01/07S,12/29S,02/27S,02/20S,02/14S,02/08S,01/31S
USC00025635,86322,Camp Verde,11/22S,11/24S,11/28S,12/01S,12/07S,11/11S,11/13S,11/16S,11/19S,11/24S,11/01S,11/03S,11/06S,11/09S,11/13S,02/26S,02/21S,02/15S,02/10S,02/02S,03/19S,03/14S,03/10S,03/06S,02/28S,04/12S,04/08S,04/03S,03/30S,03/22S
USC00025665,86033,Kayenta,11/24R,11/27R,12/01R,12/04R,12/10R,11/13R,11/16R,11/19R,11/22R,11/27R,11/02R,11/05R,11/08R,11/12R,11/17R,03/14R,03/07R,03/01R,02/23R,02/14R,04/04R,03/30R,03/24R,03/17R,03/06R,04/20R,04/16R,04/10R,04/02R,03/26R
USC00025700,85264,Fort McDowell,-6666,-6666,-6666,-6666,-6666,01/03R,01/07R,01/16R,01/26R,02/02R,12/26R,01/01R,01/08R,01/21R,02/02R,-6666,-6666,-6666,-6666,-6666,01/07R,01/03R,12/31R,12/24R,12/16R,01/22R,01/13R,01/06R,12/30R,12/17R
USC00025780,86001,Flagstaff,10/18R,10/21R,10/24R,10/27R,11/01R,10/06R,10/09R,10/12R,10/15R,10/19R,-4444R,-4444R,-4444R,-4444R,-4444R,05/07R,05/04R,04/30R,04/27R,04/20R,06/01R,05/28R,05/22R,05/17R,05/09R,-4444R,-4444R,-4444R,-4444R,-4444R
